Node Type,Property Name,Data Type,Is Primary Key,Requirement,Description,Source Dataset
Host,LogicalDisk(_Total) Avg  Disk Queue Length,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,LogicalDisk(_Total) Disk Write Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,LogicalDisk(_Total) Disk Transfers sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,LogicalDisk(_Total) Avg  Disk Bytes Transfer,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,LogicalDisk(_Total) Avg  Disk sec Transfer,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) Pool Paged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) IO Read Operations sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) IO Write Operations sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) Page File Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) Virtual Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) Page File Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) IO Other Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) Private Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) IO Write Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) Virtual Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) Pool Nonpaged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) Thread Count,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) IO Data Bytes sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Process(_Total) IO Read Bytes sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(6TO4 Adapter) Bytes Received sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(isatap{B4D100D3-}) Bytes Received sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(Intel R _Pro_1000MT) Bytes Received sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(6TO4 Adapter) Bytes Sent sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(isatap{B4D100D3-}) Bytes Sent sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(Intel R _Pro_1000MT) Bytes Sent sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(6TO4 Adapter) Bytes Total sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(isatap{B4D100D3-}) Bytes Total sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Host,Network_I(Intel R _Pro_1000MT) Bytes Total sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Process,PID,int64,True,Mandatory (NOT NULL),Primary unique identifier for Process node,Processed_Linux_dataset
Process,CMD,str,False,Mandatory (NOT NULL),Entity attribute representing CMD,Processed_Linux_dataset
Process,CPUNR,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Linux_dataset
Process,CPU,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Linux_dataset
Protocol,proto,str,True,Mandatory (NOT NULL),Primary unique identifier for Protocol node,Processed_Network_dataset
Protocol,duration,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Protocol,src_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Protocol,dst_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Protocol,missed_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Service,service,str,True,Mandatory (NOT NULL),Primary unique identifier for Service node,Processed_Network_dataset
Service,duration,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Service,src_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Service,dst_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Service,missed_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Session,uid,str,True,Mandatory (NOT NULL),Primary unique identifier for Session node,Processed_Network_dataset
Session,Process_Handle Count,int64,False,Mandatory (NOT NULL),Entity attribute representing Process_Handle Count,Processed_Windows_dataset
Session,Process(_Total) Handle Count,int64,False,Mandatory (NOT NULL),Entity attribute representing Process(_Total) Handle Count,Processed_Windows_dataset
Session,duration,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Session,src_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Session,dst_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Session,missed_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Session,Process_Pool_Paged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_IO Read_Operations_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_IO_Write Operations_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_Page_File Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_Virtual_Bytes Peak,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_Page_File Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_IO_Other_Bytes_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_Private_Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_IO_Write_Bytes_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_Virtual_Bytes,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_Pool Nonpaged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_Thread Count,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_IO Data Bytes_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process_IO Read Bytes_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(Intel R _82574L_GNC) Bytes Received sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(Intel R _82574L_GNC) Bytes Sent sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(Intel R _82574L_GNC) Bytes Total sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Pool Paged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Free & Zero Page List Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Cache Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory System Code Resident Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Available Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Commit Limit,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Transition Pages RePurposed sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Pages Output sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Page Reads sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Available KBytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Pages sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Cache Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Pool Nonpaged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory System Cache Resident Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Standby Cache Reserve Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Page Writes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory System Code Total Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Standby Cache Core Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory System Driver Resident Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Standby Cache Normal Priority Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Pool Paged Allocs,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Pool Nonpaged Allocs,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory pct_ Committed Bytes In Use,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Available MBytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Modified Page List Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Committed Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory System Driver Total Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Pages Input sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Pool Paged Resident Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Memory Write Copies sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk Bytes Write,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Disk Reads sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) pct_ Free Space,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Disk Read Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk sec Read,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Disk Writes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Current Disk Queue Length,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Split IO Sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Free Megabytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk sec Write,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Disk Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk Read Queue Length,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk Bytes Read,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk Write Queue Length,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk Queue Length,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Disk Write Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Disk Transfers sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk Bytes Transfer,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,LogicalDisk(_Total) Avg  Disk sec Transfer,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) Pool Paged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) IO Read Operations sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) IO Write Operations sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) Page File Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) Virtual Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) Page File Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) IO Other Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) Private Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) IO Write Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) Virtual Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) Pool Nonpaged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) Thread Count,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) IO Data Bytes sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Process(_Total) IO Read Bytes sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(6TO4 Adapter) Bytes Received sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(isatap{B4D100D3-}) Bytes Received sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(Intel R _Pro_1000MT) Bytes Received sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(6TO4 Adapter) Bytes Sent sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(isatap{B4D100D3-}) Bytes Sent sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(Intel R _Pro_1000MT) Bytes Sent sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(6TO4 Adapter) Bytes Total sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(isatap{B4D100D3-}) Bytes Total sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Session,Network_I(Intel R _Pro_1000MT) Bytes Total sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
Source IP,src_ip,str,True,Mandatory (NOT NULL),Primary unique identifier for Source IP node,Processed_Network_dataset
Source IP,src_ip_bytes,int64,False,Mandatory (NOT NULL),Entity attribute representing src_ip_bytes,Processed_Network_dataset
Source IP,duration,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Source IP,src_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Source IP,dst_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
Source IP,missed_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
User,http_user_agent,str,True,Mandatory (NOT NULL),Primary unique identifier for User node,Processed_Network_dataset
User,Processor_pct_ User_Time,str,False,Mandatory (NOT NULL),Entity attribute representing Processor_pct_ User_Time,Processed_Windows_dataset
User,Process_pct_ User_Time,str,False,Mandatory (NOT NULL),Entity attribute representing Process_pct_ User_Time,Processed_Windows_dataset
User,Processor(_Total) pct_ User Time,str,False,Mandatory (NOT NULL),Entity attribute representing Processor(_Total) pct_ User Time,Processed_Windows_dataset
User,Process(_Total) pct_ User Time,str,False,Mandatory (NOT NULL),Entity attribute representing Process(_Total) pct_ User Time,Processed_Windows_dataset
User,duration,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
User,src_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
User,dst_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
User,missed_bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Network_dataset
User,Process_Pool_Paged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_IO Read_Operations_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_IO_Write Operations_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_Page_File Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_Virtual_Bytes Peak,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_Page_File Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_IO_Other_Bytes_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_Private_Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_IO_Write_Bytes_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_Virtual_Bytes,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_Pool Nonpaged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_Thread Count,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_IO Data Bytes_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process_IO Read Bytes_sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(Intel R _82574L_GNC) Bytes Received sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(Intel R _82574L_GNC) Bytes Sent sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(Intel R _82574L_GNC) Bytes Total sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Pool Paged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Free & Zero Page List Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Cache Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory System Code Resident Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Available Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Commit Limit,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Transition Pages RePurposed sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Pages Output sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Page Reads sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Available KBytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Pages sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Cache Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Pool Nonpaged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory System Cache Resident Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Standby Cache Reserve Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Page Writes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory System Code Total Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Standby Cache Core Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
