unique_id,node_type,original_dataset,properties,timestamp
TND_PRO_005263,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""54460"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.356023"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005264,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""54382"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.38158"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005265,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""54368"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.398832"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005266,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""36996"", ""dst_ip"": ""192.168.1.1"", ""dst_port"": ""53"", ""proto"": ""udp"", ""service"": ""dns"", ""duration"": ""0.003145"", ""src_bytes"": ""39"", ""dst_bytes"": ""39"", ""conn_state"": ""SF"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""67"", ""dst_pkts"": ""1"", ""dst_ip_bytes"": ""67"", ""dns_query"": ""https://192.168.1.184"", ""dns_qclass"": ""1"", ""dns_qtype"": ""1"", ""dns_rcode"": ""3"", ""dns_AA"": ""F"", ""dns_RD"": ""T"", ""dns_RA"": ""F"", ""dns_rejected"": ""T"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005267,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""54490"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.196387"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005268,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""59516"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""60.669698"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005269,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""56050"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""60.977096"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005270,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""54544"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.234409"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005271,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""56038"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.000364"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S1"", ""missed_bytes"": ""0"", ""src_pkts"": ""2"", ""src_ip_bytes"": ""112"", ""dst_pkts"": ""1"", ""dst_ip_bytes"": ""60"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005272,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""60602"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""80"", ""proto"": ""tcp"", ""service"": ""http"", ""duration"": ""0.009639"", ""src_bytes"": ""219"", ""dst_bytes"": ""107"", ""conn_state"": ""SF"", ""missed_bytes"": ""0"", ""src_pkts"": ""6"", ""src_ip_bytes"": ""539"", ""dst_pkts"": ""4"", ""dst_ip_bytes"": ""323"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005273,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""55250"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""ssl"", ""duration"": ""61.213162"", ""src_bytes"": ""534"", ""dst_bytes"": ""1727"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""7"", ""src_ip_bytes"": ""906"", ""dst_pkts"": ""16"", ""dst_ip_bytes"": ""5060"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005274,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""53884"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.487062"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005275,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""59526"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""60.689269"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005276,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""59458"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""60.55516"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005277,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""55950"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.034158"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005278,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""53974"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.44315"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005279,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""53866"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.495277"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005280,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""55948"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.006915"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
TND_PRO_005281,Source IP,Processed_Network_dataset,"{""ts"": ""1556245834"", ""src_ip"": ""192.168.1.30"", ""src_port"": ""53882"", ""dst_ip"": ""192.168.1.184"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""61.477945"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S3"", ""missed_bytes"": ""0"", ""src_pkts"": ""3"", ""src_ip_bytes"": ""164"", ""dst_pkts"": ""2"", ""dst_ip_bytes"": ""112"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""ddos""}",2019-04-26T02:30:34Z
