edge_id,source_node,destination_node,relationship_type,temporal_ordering,relationship_properties,timestamp,confidence,dataset_source
EDG_102099,TND_PRO_003100,TND_PRO_003101,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1350, ""relative_time_seconds"": 1556740423.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740428.0, ""sequence_position"": 1350, ""sequence_duration"": 5.0}",2019-05-01T19:53:43Z,1.0,Processed_Linux_dataset
EDG_102100,TND_PRO_003101,TND_PRO_003102,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1351, ""relative_time_seconds"": 1556740428.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740433.0, ""sequence_position"": 1351, ""sequence_duration"": 5.0}",2019-05-01T19:53:48Z,1.0,Processed_Linux_dataset
EDG_102101,TND_PRO_003102,TND_PRO_003103,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1352, ""relative_time_seconds"": 1556740433.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740438.0, ""sequence_position"": 1352, ""sequence_duration"": 5.0}",2019-05-01T19:53:53Z,1.0,Processed_Linux_dataset
EDG_102102,TND_PRO_003103,TND_PRO_003104,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1353, ""relative_time_seconds"": 1556740438.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740443.0, ""sequence_position"": 1353, ""sequence_duration"": 5.0}",2019-05-01T19:53:58Z,1.0,Processed_Linux_dataset
EDG_102103,TND_PRO_003104,TND_PRO_003105,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1354, ""relative_time_seconds"": 1556740443.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740448.0, ""sequence_position"": 1354, ""sequence_duration"": 5.0}",2019-05-01T19:54:03Z,1.0,Processed_Linux_dataset
EDG_102104,TND_PRO_003105,TND_PRO_003106,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1355, ""relative_time_seconds"": 1556740448.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740453.0, ""sequence_position"": 1355, ""sequence_duration"": 5.0}",2019-05-01T19:54:08Z,1.0,Processed_Linux_dataset
EDG_102105,TND_PRO_003106,TND_PRO_003107,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1356, ""relative_time_seconds"": 1556740453.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740458.0, ""sequence_position"": 1356, ""sequence_duration"": 5.0}",2019-05-01T19:54:13Z,1.0,Processed_Linux_dataset
EDG_102106,TND_PRO_003107,TND_PRO_003108,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1357, ""relative_time_seconds"": 1556740458.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740463.0, ""sequence_position"": 1357, ""sequence_duration"": 5.0}",2019-05-01T19:54:18Z,1.0,Processed_Linux_dataset
EDG_102107,TND_PRO_003108,TND_PRO_003109,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1358, ""relative_time_seconds"": 1556740463.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740468.0, ""sequence_position"": 1358, ""sequence_duration"": 5.0}",2019-05-01T19:54:23Z,1.0,Processed_Linux_dataset
EDG_102108,TND_PRO_003109,TND_PRO_003110,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1359, ""relative_time_seconds"": 1556740468.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740473.0, ""sequence_position"": 1359, ""sequence_duration"": 5.0}",2019-05-01T19:54:28Z,1.0,Processed_Linux_dataset
EDG_102109,TND_PRO_003110,TND_PRO_003111,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1360, ""relative_time_seconds"": 1556740473.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740478.0, ""sequence_position"": 1360, ""sequence_duration"": 5.0}",2019-05-01T19:54:33Z,1.0,Processed_Linux_dataset
EDG_102110,TND_PRO_003111,TND_PRO_003112,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1361, ""relative_time_seconds"": 1556740478.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740483.0, ""sequence_position"": 1361, ""sequence_duration"": 5.0}",2019-05-01T19:54:38Z,1.0,Processed_Linux_dataset
EDG_102111,TND_PRO_003112,TND_PRO_003113,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1362, ""relative_time_seconds"": 1556740483.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740488.0, ""sequence_position"": 1362, ""sequence_duration"": 5.0}",2019-05-01T19:54:43Z,1.0,Processed_Linux_dataset
EDG_102112,TND_PRO_003113,TND_PRO_003114,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1363, ""relative_time_seconds"": 1556740488.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740493.0, ""sequence_position"": 1363, ""sequence_duration"": 5.0}",2019-05-01T19:54:48Z,1.0,Processed_Linux_dataset
EDG_102113,TND_PRO_003114,TND_PRO_003115,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1364, ""relative_time_seconds"": 1556740493.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740498.0, ""sequence_position"": 1364, ""sequence_duration"": 5.0}",2019-05-01T19:54:53Z,1.0,Processed_Linux_dataset
EDG_102114,TND_PRO_003115,TND_PRO_003116,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1365, ""relative_time_seconds"": 1556740498.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740503.0, ""sequence_position"": 1365, ""sequence_duration"": 5.0}",2019-05-01T19:54:58Z,1.0,Processed_Linux_dataset
EDG_102115,TND_PRO_003116,TND_PRO_003117,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1366, ""relative_time_seconds"": 1556740503.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740508.0, ""sequence_position"": 1366, ""sequence_duration"": 5.0}",2019-05-01T19:55:03Z,1.0,Processed_Linux_dataset
EDG_102116,TND_PRO_003117,TND_PRO_003118,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1367, ""relative_time_seconds"": 1556740508.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740513.0, ""sequence_position"": 1367, ""sequence_duration"": 5.0}",2019-05-01T19:55:08Z,1.0,Processed_Linux_dataset
EDG_102117,TND_PRO_003118,TND_PRO_003119,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1368, ""relative_time_seconds"": 1556740513.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740518.0, ""sequence_position"": 1368, ""sequence_duration"": 5.0}",2019-05-01T19:55:13Z,1.0,Processed_Linux_dataset
EDG_102118,TND_PRO_003119,TND_PRO_003120,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1369, ""relative_time_seconds"": 1556740518.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740523.0, ""sequence_position"": 1369, ""sequence_duration"": 5.0}",2019-05-01T19:55:18Z,1.0,Processed_Linux_dataset
EDG_102119,TND_PRO_003120,TND_PRO_003121,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1370, ""relative_time_seconds"": 1556740523.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740528.0, ""sequence_position"": 1370, ""sequence_duration"": 5.0}",2019-05-01T19:55:23Z,1.0,Processed_Linux_dataset
EDG_102120,TND_PRO_003121,TND_PRO_003122,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1371, ""relative_time_seconds"": 1556740528.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740533.0, ""sequence_position"": 1371, ""sequence_duration"": 5.0}",2019-05-01T19:55:28Z,1.0,Processed_Linux_dataset
EDG_102121,TND_PRO_003122,TND_PRO_003123,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1372, ""relative_time_seconds"": 1556740533.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740538.0, ""sequence_position"": 1372, ""sequence_duration"": 5.0}",2019-05-01T19:55:33Z,1.0,Processed_Linux_dataset
EDG_102122,TND_PRO_003123,TND_PRO_003124,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1373, ""relative_time_seconds"": 1556740538.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740543.0, ""sequence_position"": 1373, ""sequence_duration"": 5.0}",2019-05-01T19:55:38Z,1.0,Processed_Linux_dataset
EDG_102123,TND_PRO_003124,TND_PRO_003125,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1374, ""relative_time_seconds"": 1556740543.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740548.0, ""sequence_position"": 1374, ""sequence_duration"": 5.0}",2019-05-01T19:55:43Z,1.0,Processed_Linux_dataset
EDG_102124,TND_PRO_003125,TND_PRO_003126,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1375, ""relative_time_seconds"": 1556740548.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740553.0, ""sequence_position"": 1375, ""sequence_duration"": 5.0}",2019-05-01T19:55:48Z,1.0,Processed_Linux_dataset
EDG_102125,TND_PRO_003126,TND_PRO_003127,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1376, ""relative_time_seconds"": 1556740553.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740558.0, ""sequence_position"": 1376, ""sequence_duration"": 5.0}",2019-05-01T19:55:53Z,1.0,Processed_Linux_dataset
EDG_102126,TND_PRO_003127,TND_PRO_003128,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1377, ""relative_time_seconds"": 1556740558.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740563.0, ""sequence_position"": 1377, ""sequence_duration"": 5.0}",2019-05-01T19:55:58Z,1.0,Processed_Linux_dataset
EDG_102127,TND_PRO_003128,TND_PRO_003129,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1378, ""relative_time_seconds"": 1556740563.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740568.0, ""sequence_position"": 1378, ""sequence_duration"": 5.0}",2019-05-01T19:56:03Z,1.0,Processed_Linux_dataset
EDG_102128,TND_PRO_003129,TND_PRO_003130,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1379, ""relative_time_seconds"": 1556740568.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740573.0, ""sequence_position"": 1379, ""sequence_duration"": 5.0}",2019-05-01T19:56:08Z,1.0,Processed_Linux_dataset
EDG_102129,TND_PRO_003130,TND_PRO_003131,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1380, ""relative_time_seconds"": 1556740573.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740578.0, ""sequence_position"": 1380, ""sequence_duration"": 5.0}",2019-05-01T19:56:13Z,1.0,Processed_Linux_dataset
EDG_102130,TND_PRO_003131,TND_PRO_003132,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1381, ""relative_time_seconds"": 1556740578.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740583.0, ""sequence_position"": 1381, ""sequence_duration"": 5.0}",2019-05-01T19:56:18Z,1.0,Processed_Linux_dataset
EDG_102131,TND_PRO_003132,TND_PRO_003133,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1382, ""relative_time_seconds"": 1556740583.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740588.0, ""sequence_position"": 1382, ""sequence_duration"": 5.0}",2019-05-01T19:56:23Z,1.0,Processed_Linux_dataset
EDG_102132,TND_PRO_003133,TND_PRO_003134,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1383, ""relative_time_seconds"": 1556740588.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740593.0, ""sequence_position"": 1383, ""sequence_duration"": 5.0}",2019-05-01T19:56:28Z,1.0,Processed_Linux_dataset
EDG_102133,TND_PRO_003134,TND_PRO_003135,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1384, ""relative_time_seconds"": 1556740593.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740598.0, ""sequence_position"": 1384, ""sequence_duration"": 5.0}",2019-05-01T19:56:33Z,1.0,Processed_Linux_dataset
EDG_102134,TND_PRO_003135,TND_PRO_003136,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1385, ""relative_time_seconds"": 1556740598.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740603.0, ""sequence_position"": 1385, ""sequence_duration"": 5.0}",2019-05-01T19:56:38Z,1.0,Processed_Linux_dataset
EDG_102135,TND_PRO_003136,TND_PRO_003137,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1386, ""relative_time_seconds"": 1556740603.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740608.0, ""sequence_position"": 1386, ""sequence_duration"": 5.0}",2019-05-01T19:56:43Z,1.0,Processed_Linux_dataset
EDG_102136,TND_PRO_003137,TND_PRO_003138,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1387, ""relative_time_seconds"": 1556740608.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740613.0, ""sequence_position"": 1387, ""sequence_duration"": 5.0}",2019-05-01T19:56:48Z,1.0,Processed_Linux_dataset
EDG_102137,TND_PRO_003138,TND_PRO_003139,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1388, ""relative_time_seconds"": 1556740613.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740618.0, ""sequence_position"": 1388, ""sequence_duration"": 5.0}",2019-05-01T19:56:53Z,1.0,Processed_Linux_dataset
EDG_102138,TND_PRO_003139,TND_PRO_003140,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1389, ""relative_time_seconds"": 1556740618.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740623.0, ""sequence_position"": 1389, ""sequence_duration"": 5.0}",2019-05-01T19:56:58Z,1.0,Processed_Linux_dataset
EDG_102139,TND_PRO_003140,TND_PRO_003141,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1390, ""relative_time_seconds"": 1556740623.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740628.0, ""sequence_position"": 1390, ""sequence_duration"": 5.0}",2019-05-01T19:57:03Z,1.0,Processed_Linux_dataset
EDG_102140,TND_PRO_003141,TND_PRO_003142,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1391, ""relative_time_seconds"": 1556740628.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740633.0, ""sequence_position"": 1391, ""sequence_duration"": 5.0}",2019-05-01T19:57:08Z,1.0,Processed_Linux_dataset
EDG_102141,TND_PRO_003142,TND_PRO_003143,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1392, ""relative_time_seconds"": 1556740633.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740638.0, ""sequence_position"": 1392, ""sequence_duration"": 5.0}",2019-05-01T19:57:13Z,1.0,Processed_Linux_dataset
EDG_102142,TND_PRO_003143,TND_PRO_003144,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1393, ""relative_time_seconds"": 1556740638.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740643.0, ""sequence_position"": 1393, ""sequence_duration"": 5.0}",2019-05-01T19:57:18Z,1.0,Processed_Linux_dataset
EDG_102143,TND_PRO_003144,TND_PRO_003145,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1394, ""relative_time_seconds"": 1556740643.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740648.0, ""sequence_position"": 1394, ""sequence_duration"": 5.0}",2019-05-01T19:57:23Z,1.0,Processed_Linux_dataset
EDG_102144,TND_PRO_003145,TND_PRO_003146,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1395, ""relative_time_seconds"": 1556740648.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740653.0, ""sequence_position"": 1395, ""sequence_duration"": 5.0}",2019-05-01T19:57:28Z,1.0,Processed_Linux_dataset
EDG_102145,TND_PRO_003146,TND_PRO_003147,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1396, ""relative_time_seconds"": 1556740653.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740658.0, ""sequence_position"": 1396, ""sequence_duration"": 5.0}",2019-05-01T19:57:33Z,1.0,Processed_Linux_dataset
EDG_102146,TND_PRO_003147,TND_PRO_003148,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1397, ""relative_time_seconds"": 1556740658.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740663.0, ""sequence_position"": 1397, ""sequence_duration"": 5.0}",2019-05-01T19:57:38Z,1.0,Processed_Linux_dataset
EDG_102147,TND_PRO_003148,TND_PRO_003149,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1398, ""relative_time_seconds"": 1556740663.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740668.0, ""sequence_position"": 1398, ""sequence_duration"": 5.0}",2019-05-01T19:57:43Z,1.0,Processed_Linux_dataset
EDG_102148,TND_PRO_003149,TND_PRO_003150,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1399, ""relative_time_seconds"": 1556740668.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740673.0, ""sequence_position"": 1399, ""sequence_duration"": 5.0}",2019-05-01T19:57:48Z,1.0,Processed_Linux_dataset
EDG_102149,TND_PRO_003150,TND_PRO_003151,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1400, ""relative_time_seconds"": 1556740673.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740678.0, ""sequence_position"": 1400, ""sequence_duration"": 5.0}",2019-05-01T19:57:53Z,1.0,Processed_Linux_dataset
EDG_102150,TND_PRO_003151,TND_PRO_003152,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1401, ""relative_time_seconds"": 1556740678.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740683.0, ""sequence_position"": 1401, ""sequence_duration"": 5.0}",2019-05-01T19:57:58Z,1.0,Processed_Linux_dataset
EDG_102151,TND_PRO_003152,TND_PRO_003153,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1402, ""relative_time_seconds"": 1556740683.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740688.0, ""sequence_position"": 1402, ""sequence_duration"": 5.0}",2019-05-01T19:58:03Z,1.0,Processed_Linux_dataset
EDG_102152,TND_PRO_003153,TND_PRO_003154,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1403, ""relative_time_seconds"": 1556740688.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740693.0, ""sequence_position"": 1403, ""sequence_duration"": 5.0}",2019-05-01T19:58:08Z,1.0,Processed_Linux_dataset
EDG_102153,TND_PRO_003154,TND_PRO_003155,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1404, ""relative_time_seconds"": 1556740693.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740698.0, ""sequence_position"": 1404, ""sequence_duration"": 5.0}",2019-05-01T19:58:13Z,1.0,Processed_Linux_dataset
EDG_102154,TND_PRO_003155,TND_PRO_003156,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1405, ""relative_time_seconds"": 1556740698.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740703.0, ""sequence_position"": 1405, ""sequence_duration"": 5.0}",2019-05-01T19:58:18Z,1.0,Processed_Linux_dataset
EDG_102155,TND_PRO_003156,TND_PRO_003157,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1406, ""relative_time_seconds"": 1556740703.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740708.0, ""sequence_position"": 1406, ""sequence_duration"": 5.0}",2019-05-01T19:58:23Z,1.0,Processed_Linux_dataset
EDG_102156,TND_PRO_003157,TND_PRO_003158,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1407, ""relative_time_seconds"": 1556740708.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740713.0, ""sequence_position"": 1407, ""sequence_duration"": 5.0}",2019-05-01T19:58:28Z,1.0,Processed_Linux_dataset
EDG_102157,TND_PRO_003158,TND_PRO_003159,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1408, ""relative_time_seconds"": 1556740713.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740718.0, ""sequence_position"": 1408, ""sequence_duration"": 5.0}",2019-05-01T19:58:33Z,1.0,Processed_Linux_dataset
EDG_102158,TND_PRO_003159,TND_PRO_003160,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1409, ""relative_time_seconds"": 1556740718.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740723.0, ""sequence_position"": 1409, ""sequence_duration"": 5.0}",2019-05-01T19:58:38Z,1.0,Processed_Linux_dataset
EDG_102159,TND_PRO_003160,TND_PRO_003161,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1410, ""relative_time_seconds"": 1556740723.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740728.0, ""sequence_position"": 1410, ""sequence_duration"": 5.0}",2019-05-01T19:58:43Z,1.0,Processed_Linux_dataset
EDG_102160,TND_PRO_003161,TND_PRO_003162,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1411, ""relative_time_seconds"": 1556740728.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740733.0, ""sequence_position"": 1411, ""sequence_duration"": 5.0}",2019-05-01T19:58:48Z,1.0,Processed_Linux_dataset
EDG_102161,TND_PRO_003162,TND_PRO_003163,creates,DOMAIN_SCHEMA_LINK,"{""cardinality"": ""1:N"", ""constraint"": ""SCHEMA_VALIDATED"", ""event_order"": 1412, ""relative_time_seconds"": 1556740733.0, ""delta_time_ms"": 5000.0, ""cumulative_elapsed_time"": 1556740738.0, ""sequence_position"": 1412, ""sequence_duration"": 5.0}",2019-05-01T19:58:53Z,1.0,Processed_Linux_dataset
